site;year;month;day;hour;minute;second;value
BRW;1984;12;3;22;12;0;346.960
BRW;1984;12;3;22;15;0;346.817
BRW;1984;12;3;22;20;0;346.863
BRW;1984;12;10;21;50;0;347.170
BRW;1984;12;10;22;5;0;347.057
BRW;1984;12;10;22;48;0;347.210
BRW;1984;12;10;23;13;0;353.110
BRW;1984;12;17;20;56;0;347.720
BRW;1984;12;17;22;24;0;347.910
BRW;1984;12;17;22;28;0;347.770
BRW;1984;12;17;22;36;0;347.880
BRW;1984;12;24;21;42;0;350.030
BRW;1984;12;24;22;44;0;350.290
BRW;1984;12;24;22;49;0;349.980
BRW;1984;12;24;22;59;0;350.140
BRW;1985;1;7;22;12;0;350.540
BRW;1985;1;7;22;53;0;350.303
BRW;1985;1;7;22;56;0;350.200
BRW;1985;1;7;23;5;0;350.387
BRW;1985;1;10;22;26;0;350.237
BRW;1985;1;10;22;40;0;350.260
BRW;1985;1;10;22;40;0;353.510
BRW;1985;1;10;22;47;0;350.370
BRW;1985;1;10;22;50;0;350.230
BRW;1985;1;16;21;58;0;349.210
BRW;1985;1;16;22;0;0;349.710
BRW;1985;1;16;22;13;0;349.603
BRW;1985;1;23;20;46;0;349.367
BRW;1985;1;23;20;53;0;349.390
BRW;1985;1;23;21;0;0;349.590
BRW;1985;1;23;21;40;0;349.220
BRW;1985;1;30;20;36;0;349.027
BRW;1985;1;30;20;41;0;348.700
BRW;1985;1;30;20;53;0;348.760
BRW;1985;1;30;21;20;0;348.840
BRW;1985;2;7;14;1;0;348.907
BRW;1985;2;7;14;1;0;349.040
BRW;1985;2;7;22;10;0;349.057
BRW;1985;2;7;23;49;0;348.920
BRW;1985;2;13;20;5;0;349.370
BRW;1985;2;13;20;10;0;349.463
BRW;1985;2;13;20;17;0;349.900
BRW;1985;2;13;20;19;0;355.040
BRW;1985;2;24;20;47;0;350.160
BRW;1985;2;24;20;50;0;350.330
BRW;1985;2;24;21;55;0;350.787
BRW;1985;2;24;22;9;0;350.067
BRW;1985;3;1;23;16;0;350.057
BRW;1985;3;1;23;36;0;350.060
BRW;1985;3;1;23;56;0;349.960
BRW;1985;3;2;0;1;0;-999.990
BRW;1985;3;6;21;41;0;350.320
BRW;1985;3;6;23;40;0;350.857
BRW;1985;3;6;23;51;0;350.267
BRW;1985;3;7;0;8;0;350.520
BRW;1985;3;13;12;34;56;350.880
BRW;1985;3;13;21;38;0;351.107
BRW;1985;3;13;21;47;0;350.920
BRW;1985;3;13;22;15;0;351.260
BRW;1985;3;21;23;45;0;350.340
BRW;1985;3;21;23;51;0;350.570
BRW;1985;3;22;0;20;0;-999.990
BRW;1985;3;22;1;35;0;350.190
BRW;1985;4;1;4;29;0;352.180
BRW;1985;4;1;4;34;0;351.800
BRW;1985;4;1;4;40;0;352.080
BRW;1985;4;1;4;50;0;351.790
BRW;1985;4;3;22;28;0;351.300
BRW;1985;4;4;0;14;0;351.383
BRW;1985;4;4;0;19;0;351.240
BRW;1985;4;4;0;24;0;351.127
BRW;1985;4;10;20;55;0;351.147
BRW;1985;4;10;20;59;0;360.580
BRW;1985;4;10;21;7;0;351.170
BRW;1985;4;10;21;20;0;350.920
BRW;1985;4;11;22;46;0;351.650
BRW;1985;4;11;23;0;0;352.070
BRW;1985;4;17;20;27;0;352.070
BRW;1985;4;17;20;31;0;352.120
BRW;1985;4;17;20;37;0;352.027
BRW;1985;4;17;21;5;0;352.020
BRW;1985;4;24;21;25;0;351.607
BRW;1985;4;24;21;34;0;351.783
BRW;1985;4;24;21;45;0;351.430
BRW;1985;4;24;22;9;0;351.480
BRW;1985;5;1;20;29;0;353.310
BRW;1985;5;1;20;39;0;353.060
BRW;1985;5;1;20;43;0;353.227
BRW;1985;5;1;21;27;0;353.850
BRW;1985;5;8;19;30;0;352.450
BRW;1985;5;8;19;35;0;352.700
BRW;1985;5;8;20;25;0;352.647
BRW;1985;5;8;20;35;0;352.667
BRW;1985;5;15;19;11;0;352.560
BRW;1985;5;15;19;12;0;352.720
BRW;1985;5;15;20;15;0;351.935
BRW;1985;5;15;20;15;0;352.917
BRW;1985;5;15;20;20;0;352.747
BRW;1985;5;26;0;52;0;353.263
BRW;1985;5;26;0;58;0;353.150
BRW;1985;5;26;1;25;0;352.880
BRW;1985;5;26;2;0;0;352.900
BRW;1985;5;29;19;9;0;351.557
BRW;1985;5;29;19;14;0;351.593
BRW;1985;5;29;19;47;0;351.530
BRW;1985;5;29;19;49;0;351.620
BRW;1985;6;5;20;10;0;350.507
BRW;1985;6;5;20;14;0;350.370
BRW;1985;6;5;20;18;0;350.487
BRW;1985;6;5;20;40;0;350.480
BRW;1985;6;12;18;55;0;350.297
BRW;1985;6;12;19;0;0;350.480
BRW;1985;6;12;19;2;0;350.467
BRW;1985;6;12;19;15;0;350.140
BRW;1985;6;19;19;56;0;350.560
BRW;1985;6;19;20;7;0;350.653
BRW;1985;6;19;20;40;0;350.560
BRW;1985;6;19;20;57;0;350.040
BRW;1985;6;26;20;22;0;348.297
BRW;1985;6;26;20;24;0;348.253
BRW;1985;6;26;21;45;0;348.310
BRW;1985;6;26;21;46;0;348.090
BRW;1985;7;8;2;52;0;346.290
BRW;1985;7;8;2;56;0;345.863
BRW;1985;7;8;3;55;0;345.930
BRW;1985;7;8;21;15;0;345.810
BRW;1985;7;11;22;27;0;345.787
BRW;1985;7;11;22;31;0;346.170
BRW;1985;7;11;22;35;0;345.690
BRW;1985;7;11;23;37;0;345.260
BRW;1985;7;18;23;25;0;343.263
BRW;1985;7;18;23;30;0;343.073
BRW;1985;7;18;23;40;0;342.960
BRW;1985;7;18;23;41;0;343.160
BRW;1985;7;24;22;44;0;341.150
BRW;1985;7;24;22;46;0;340.877
BRW;1985;7;24;22;55;0;339.730
BRW;1985;7;24;22;56;0;342.590
BRW;1985;8;5;23;44;0;337.560
BRW;1985;8;5;23;49;0;336.940
BRW;1985;8;5;23;55;0;337.350
BRW;1985;8;5;23;55;0;338.570
BRW;1985;8;13;23;14;0;337.840
BRW;1985;8;13;23;18;0;338.563
BRW;1985;8;13;23;37;0;338.600
BRW;1985;8;13;23;53;0;336.260
BRW;1985;8;20;23;0;0;337.360
BRW;1985;8;20;23;5;0;337.580
BRW;1985;8;20;23;9;0;337.247
BRW;1985;8;21;0;30;0;336.200
BRW;1985;8;23;22;47;0;336.883
BRW;1985;8;23;22;55;0;337.470
BRW;1985;8;23;23;32;0;337.390
BRW;1985;8;23;23;36;0;336.320
BRW;1985;9;2;23;31;0;342.730
BRW;1985;9;3;23;36;0;337.100
BRW;1985;9;3;23;42;0;336.957
BRW;1985;9;3;23;55;0;336.100
BRW;1985;9;6;23;27;0;336.450
BRW;1985;9;6;23;30;0;336.480
BRW;1985;9;6;23;37;0;336.420
BRW;1985;9;6;23;40;0;336.467
BRW;1985;9;6;23;55;0;336.240
BRW;1985;9;11;22;48;0;337.547
BRW;1985;9;11;22;51;0;337.007
BRW;1985;9;11;23;12;0;337.000
BRW;1985;9;11;23;55;0;337.340
BRW;1985;9;24;22;8;0;341.730
BRW;1985;9;24;22;14;0;341.610
BRW;1985;9;24;22;35;0;350.310
BRW;1985;9;25;1;9;0;343.540
BRW;1985;9;27;23;36;0;339.483
BRW;1985;9;27;23;39;0;339.390
BRW;1985;9;27;23;50;0;339.320
BRW;1985;9;28;12;34;56;338.830
BRW;1985;10;3;23;40;0;341.377
BRW;1985;10;3;23;46;0;341.170
BRW;1985;10;3;23;55;0;341.120
BRW;1985;10;4;0;26;0;341.240
BRW;1985;10;11;19;0;0;343.570
BRW;1985;10;11;19;0;0;343.670
BRW;1985;10;11;19;5;0;357.853
BRW;1985;10;11;19;25;0;343.600
BRW;1985;10;22;22;40;0;344.683
BRW;1985;10;22;23;0;0;345.353
BRW;1985;10;22;23;20;0;345.120
BRW;1985;10;22;23;25;0;344.690
BRW;1985;10;30;1;31;0;346.270
BRW;1985;10;30;1;40;0;346.053
BRW;1985;10;30;1;55;0;345.960
BRW;1985;10;30;1;55;0;345.830
BRW;1985;11;5;23;50;0;348.620
BRW;1985;11;6;0;6;0;346.007
BRW;1985;11;6;0;10;0;346.597
BRW;1985;11;6;0;25;0;345.770
BRW;1985;11;19;23;52;0;349.000
BRW;1985;11;20;0;11;0;349.190
BRW;1985;11;20;0;17;0;349.197
BRW;1985;11;20;1;2;0;348.970
BRW;1985;11;26;1;5;0;348.370
BRW;1985;11;26;1;12;0;348.607
BRW;1985;11;26;1;30;0;348.487
BRW;1985;11;26;1;37;0;348.130
BRW;1985;12;3;23;54;0;348.510
BRW;1985;12;3;23;57;0;348.160
BRW;1985;12;4;0;12;0;348.260
BRW;1985;12;8;1;30;0;348.320
BRW;1985;12;8;1;55;0;347.970
BRW;1985;12;8;2;1;0;348.843
BRW;1985;12;8;2;2;0;348.823
BRW;1985;12;11;20;56;0;347.747
BRW;1985;12;11;21;0;0;347.870
BRW;1985;12;11;21;7;0;347.670
BRW;1985;12;11;21;20;0;347.983
BRW;1985;12;18;21;25;0;354.987
BRW;1985;12;18;21;30;0;354.350
BRW;1985;12;30;23;58;0;351.190
BRW;1985;12;31;0;2;0;350.747
BRW;1985;12;31;0;15;0;350.400
BRW;1985;12;31;0;25;0;350.530
BRW;1986;1;7;23;47;0;349.150
BRW;1986;1;7;23;50;0;349.037
BRW;1986;1;7;23;55;0;349.167
BRW;1986;1;8;0;1;0;348.980
BRW;1986;1;15;5;25;0;350.433
BRW;1986;1;15;5;35;0;350.377
BRW;1986;1;15;5;40;0;350.120
BRW;1986;1;15;5;42;0;350.590
BRW;1986;1;21;23;35;0;346.060
BRW;1986;1;21;23;40;0;350.827
BRW;1986;1;21;23;44;0;351.077
BRW;1986;1;22;0;52;0;350.570
BRW;1986;1;28;23;25;0;355.743
BRW;1986;1;28;23;30;0;353.547
BRW;1986;1;28;23;40;0;353.080
BRW;1986;1;28;23;52;0;353.040
BRW;1986;2;5;0;45;0;352.773
BRW;1986;2;5;0;50;0;351.923
BRW;1986;2;5;0;55;0;351.700
BRW;1986;2;5;0;59;0;351.930
BRW;1986;2;18;23;55;0;353.070
BRW;1986;2;19;0;1;0;352.743
BRW;1986;2;19;0;50;0;351.980
BRW;1986;2;25;21;25;0;353.010
BRW;1986;2;25;21;42;0;351.680
BRW;1986;2;25;21;55;0;352.800
BRW;1986;3;4;3;28;0;354.407
BRW;1986;3;4;3;45;0;353.870
BRW;1986;3;4;4;1;0;354.320
BRW;1986;3;12;2;24;0;355.173
BRW;1986;3;12;2;47;0;354.180
BRW;1986;3;12;2;54;0;354.300
BRW;1986;3;20;0;7;0;353.860
BRW;1986;3;20;0;43;0;354.513
BRW;1986;3;21;0;40;0;353.580
BRW;1986;4;2;0;50;0;353.230
BRW;1986;4;2;1;10;0;353.223
BRW;1986;4;2;1;19;0;352.890
BRW;1986;4;8;20;29;0;354.097
BRW;1986;4;8;20;41;0;352.110
BRW;1986;4;8;20;55;0;352.830
BRW;1986;4;15;22;20;0;353.740
BRW;1986;4;15;22;30;0;354.453
BRW;1986;4;15;22;46;0;353.980
BRW;1986;4;18;12;34;56;352.550
BRW;1986;4;18;23;15;0;353.040
BRW;1986;4;18;23;47;0;352.660
BRW;1986;4;28;23;15;0;353.840
BRW;1986;4;28;23;23;0;360.827
BRW;1986;4;28;23;45;0;353.570
BRW;1986;5;4;21;53;0;353.650
BRW;1986;5;4;22;30;0;353.930
BRW;1986;5;4;22;50;0;353.740
BRW;1986;5;20;23;37;0;353.410
BRW;1986;5;20;23;46;0;353.180
BRW;1986;5;20;23;57;0;353.100
BRW;1986;5;29;0;3;0;353.767
BRW;1986;5;29;0;30;0;353.540
BRW;1986;5;29;1;25;0;353.580
BRW;1986;6;3;21;28;0;353.190
BRW;1986;6;3;21;53;0;353.143
BRW;1986;6;3;22;20;0;353.340
BRW;1986;6;11;0;30;0;351.160
BRW;1986;6;11;0;34;0;351.450
BRW;1986;6;11;0;45;0;352.110
BRW;1986;6;21;0;0;0;370.280
BRW;1986;6;21;0;18;0;349.500
BRW;1986;6;21;0;23;0;349.070
BRW;1986;6;27;21;30;0;346.000
BRW;1986;6;27;21;38;0;348.823
BRW;1986;6;27;21;55;0;348.700
BRW;1986;7;3;20;38;0;348.500
BRW;1986;7;3;20;40;0;348.200
BRW;1986;7;3;20;54;0;348.270
BRW;1986;7;16;0;41;0;342.470
BRW;1986;7;16;0;58;0;342.410
BRW;1986;7;16;1;20;0;342.430
BRW;1986;7;23;1;5;0;344.260
BRW;1986;7;23;1;21;0;344.360
BRW;1986;7;23;1;26;0;343.900
BRW;1986;7;30;0;27;0;340.887
BRW;1986;7;30;1;5;0;341.090
BRW;1986;7;30;1;10;0;341.890
BRW;1986;8;5;21;35;0;340.200
BRW;1986;8;5;21;46;0;341.120
BRW;1986;8;5;22;30;0;340.440
BRW;1986;8;12;23;58;0;337.590
BRW;1986;8;13;0;5;0;334.830
BRW;1986;8;13;0;6;0;336.963
BRW;1986;8;20;0;28;0;338.137
BRW;1986;8;20;0;40;0;336.630
BRW;1986;8;20;0;42;0;337.970
BRW;1986;9;2;23;30;0;338.637
BRW;1986;9;2;23;52;0;337.560
BRW;1986;9;2;23;56;0;337.880
BRW;1986;9;9;0;28;0;339.953
BRW;1986;9;9;0;50;0;339.050
BRW;1986;9;9;1;5;0;339.360
BRW;1986;9;18;20;0;0;342.850
BRW;1986;9;18;20;4;0;344.680
BRW;1986;9;18;20;30;0;344.930
BRW;1986;9;27;20;30;0;346.350
BRW;1986;9;27;20;44;0;347.840
BRW;1986;9;27;21;10;0;348.060
BRW;1986;10;10;23;34;0;346.147
BRW;1986;10;10;23;50;0;345.600
BRW;1986;10;10;23;55;0;345.320
BRW;1986;10;17;22;37;0;352.730
BRW;1986;10;17;22;52;0;351.940
BRW;1986;10;17;22;55;0;351.760
BRW;1986;10;24;22;30;0;347.630
BRW;1986;10;24;22;40;0;347.017
BRW;1986;10;24;22;46;0;347.180
BRW;1986;10;30;22;50;0;348.990
BRW;1986;10;30;23;19;0;350.767
BRW;1986;10;30;23;30;0;349.330
BRW;1986;11;15;0;27;0;352.540
BRW;1986;11;15;0;40;0;355.040
BRW;1986;11;15;0;45;0;349.410
BRW;1986;11;22;0;50;0;350.633
BRW;1986;11;22;1;9;0;349.950
BRW;1986;11;22;1;27;0;350.530
BRW;1986;11;29;0;24;0;350.217
BRW;1986;11;29;0;32;0;349.810
BRW;1986;11;29;0;45;0;349.480
BRW;1986;12;4;23;52;0;352.797
BRW;1986;12;5;0;8;0;351.550
BRW;1986;12;5;0;20;0;352.220
BRW;1986;12;12;21;26;0;350.530
BRW;1986;12;12;23;47;0;350.780
BRW;1986;12;12;23;55;0;350.740
BRW;1986;12;20;0;35;0;351.427
BRW;1986;12;20;0;55;0;350.890
BRW;1986;12;20;1;0;0;351.050
BRW;1986;12;25;0;11;0;355.457
BRW;1987;1;9;22;54;0;355.017
BRW;1987;1;9;23;10;0;354.350
BRW;1987;1;9;23;10;0;354.230
BRW;1987;1;17;0;45;0;338.200
BRW;1987;1;17;0;46;0;356.703
BRW;1987;1;17;12;34;56;353.220
BRW;1987;1;24;0;33;0;353.230
BRW;1987;1;24;0;52;0;353.130
BRW;1987;1;24;1;0;0;353.050
BRW;1987;1;29;21;30;0;352.490
BRW;1987;1;29;21;40;0;353.243
BRW;1987;1;29;22;0;0;352.680
BRW;1987;2;7;0;50;0;352.800
BRW;1987;2;7;1;27;0;359.200
BRW;1987;2;7;1;30;0;354.830
BRW;1987;2;19;0;28;0;356.040
BRW;1987;2;19;0;40;0;354.020
BRW;1987;2;19;0;40;0;353.950
BRW;1987;2;28;1;58;0;353.810
BRW;1987;2;28;2;20;0;354.480
BRW;1987;2;28;2;20;0;345.200
BRW;1987;3;7;2;5;0;353.620
BRW;1987;3;7;2;20;0;353.663
BRW;1987;3;7;2;33;0;353.710
BRW;1987;3;13;1;1;0;355.480
BRW;1987;3;13;1;23;0;355.430
BRW;1987;3;18;22;50;0;355.377
BRW;1987;3;18;23;16;0;355.100
BRW;1987;3;18;23;32;0;355.200
BRW;1987;3;27;23;30;0;354.190
BRW;1987;3;27;23;31;0;354.003
BRW;1987;3;27;23;58;0;354.180
BRW;1987;4;3;2;15;0;354.070
BRW;1987;4;3;2;25;0;353.920
BRW;1987;4;3;2;25;0;354.220
BRW;1987;4;10;1;32;0;354.350
BRW;1987;4;10;1;35;0;353.930
BRW;1987;4;10;2;0;0;353.750
BRW;1987;4;21;1;50;0;353.930
BRW;1987;4;21;1;58;0;354.267
BRW;1987;4;21;2;10;0;354.380
BRW;1987;5;2;1;5;0;355.420
BRW;1987;5;2;1;30;0;354.370
BRW;1987;5;2;1;30;0;354.650
BRW;1987;5;9;1;15;0;363.477
BRW;1987;5;9;1;27;0;356.510
BRW;1987;5;9;1;35;0;356.420
BRW;1987;5;10;12;34;56;361.593
BRW;1987;5;19;1;25;0;355.900
BRW;1987;5;19;1;50;0;355.430
BRW;1987;5;19;2;5;0;355.360
BRW;1987;5;27;1;10;0;354.550
BRW;1987;5;27;1;32;0;355.340
BRW;1987;5;27;1;43;0;354.540
BRW;1987;6;7;0;55;0;354.500
BRW;1987;6;7;1;15;0;355.100
BRW;1987;6;7;1;17;0;354.963
BRW;1987;6;16;7;35;0;354.307
BRW;1987;6;16;7;50;0;352.770
BRW;1987;6;16;7;58;0;352.270
BRW;1987;6;27;0;1;0;351.560
BRW;1987;6;27;1;10;0;351.280
BRW;1987;6;27;1;15;0;351.370
BRW;1987;7;1;20;15;0;350.320
BRW;1987;7;1;20;38;0;349.757
BRW;1987;7;1;20;45;0;349.990
BRW;1987;7;14;0;37;0;347.823
BRW;1987;7;14;0;45;0;348.470
BRW;1987;7;14;0;55;0;346.580
BRW;1987;7;26;1;15;0;338.447
BRW;1987;7;26;1;40;0;338.470
BRW;1987;7;26;1;40;0;339.180
BRW;1987;8;1;23;7;0;342.970
BRW;1987;8;1;23;15;0;343.700
BRW;1987;8;1;23;20;0;344.860
BRW;1987;8;7;23;47;0;341.357
BRW;1987;8;7;23;52;0;341.810
BRW;1987;8;7;23;57;0;341.710
BRW;1987;8;12;23;5;0;338.150
BRW;1987;8;12;23;15;0;338.200
BRW;1987;8;12;23;35;0;338.910
BRW;1987;8;23;0;28;0;340.457
BRW;1987;8;23;1;20;0;341.520
BRW;1987;8;23;1;30;0;341.390
BRW;1987;8;29;0;8;0;340.240
BRW;1987;8;29;23;40;0;340.017
BRW;1987;9;5;22;2;0;339.753
BRW;1987;9;5;22;30;0;-999.990
BRW;1987;9;5;22;50;0;-999.990
BRW;1987;9;15;19;17;0;-999.990
BRW;1987;9;15;19;30;0;342.363
BRW;1987;9;15;19;45;0;-999.990
BRW;1987;9;19;19;31;0;341.373
BRW;1987;9;19;19;55;0;-999.990
BRW;1987;9;19;19;57;0;342.140
BRW;1987;9;27;22;50;0;342.400
BRW;1987;9;27;23;22;0;342.330
BRW;1987;9;27;23;25;0;342.370
BRW;1987;10;3;22;21;0;343.133
BRW;1987;10;3;22;45;0;343.060
BRW;1987;10;3;22;54;0;343.320
BRW;1987;10;10;22;24;0;351.523
BRW;1987;10;10;22;50;0;351.910
BRW;1987;10;10;22;55;0;352.020
BRW;1987;10;16;23;35;0;354.173
BRW;1987;10;16;23;46;0;354.750
BRW;1987;10;16;23;58;0;354.260
BRW;1987;10;20;23;14;0;346.960
BRW;1987;10;20;23;25;0;347.060
BRW;1987;10;20;23;33;0;347.380
BRW;1987;10;31;2;9;0;348.160
BRW;1987;10;31;2;17;0;348.480
BRW;1987;10;31;2;55;0;348.960
BRW;1987;11;9;3;56;0;348.633
BRW;1987;11;9;4;10;0;348.730
BRW;1987;11;9;4;18;0;348.670
BRW;1987;11;15;23;25;0;350.240
BRW;1987;11;15;23;40;0;350.453
BRW;1987;11;15;23;54;0;350.130
BRW;1987;11;20;23;35;0;350.417
BRW;1987;11;20;23;40;0;350.350
BRW;1987;11;20;23;50;0;350.520
BRW;1987;11;28;22;47;0;350.880
BRW;1987;11;28;23;12;0;350.973
BRW;1987;11;28;23;18;0;351.640
BRW;1987;12;7;0;5;0;351.813
BRW;1987;12;7;0;6;0;351.720
BRW;1987;12;7;0;18;0;351.700
BRW;1987;12;13;0;45;0;353.370
BRW;1987;12;13;0;49;0;353.513
BRW;1987;12;13;1;1;0;354.720
BRW;1987;12;21;0;27;0;353.667
BRW;1987;12;21;0;38;0;353.570
BRW;1987;12;21;0;45;0;353.570
BRW;1987;12;30;2;6;0;353.730
BRW;1987;12;30;2;14;0;353.923
BRW;1987;12;30;2;30;0;356.470
BRW;1988;1;4;0;14;0;354.140
BRW;1988;1;4;0;19;0;354.870
BRW;1988;1;4;1;30;0;354.290
BRW;1988;1;9;23;32;0;354.780
BRW;1988;1;9;23;40;0;354.137
BRW;1988;1;9;23;48;0;354.020
BRW;1988;1;16;23;34;0;357.870
BRW;1988;1;16;23;55;0;357.560
BRW;1988;1;16;23;59;0;358.680
BRW;1988;1;22;23;15;0;356.410
BRW;1988;1;22;23;33;0;355.897
BRW;1988;1;22;23;42;0;355.930
BRW;1988;2;1;23;28;0;357.160
BRW;1988;2;1;23;35;0;356.460
BRW;1988;2;1;23;55;0;357.190
BRW;1988;2;8;22;57;0;357.460
BRW;1988;2;8;23;22;0;360.953
BRW;1988;2;8;23;40;0;364.690
BRW;1988;2;16;23;10;0;360.280
BRW;1988;2;16;23;11;0;358.750
BRW;1988;2;16;23;37;0;358.100
BRW;1988;2;22;23;22;0;359.930
BRW;1988;2;22;23;38;0;357.167
BRW;1988;2;22;23;52;0;356.630
BRW;1988;3;1;1;30;0;358.330
BRW;1988;3;1;1;50;0;357.897
BRW;1988;3;1;2;5;0;357.260
BRW;1988;3;5;22;26;0;356.430
BRW;1988;3;5;22;35;0;356.010
BRW;1988;3;5;22;40;0;358.020
BRW;1988;3;11;23;53;0;356.897
BRW;1988;3;11;23;55;0;356.690
BRW;1988;3;12;0;2;0;357.520
BRW;1988;3;21;2;42;0;356.520
BRW;1988;3;21;2;46;0;356.713
BRW;1988;3;21;21;47;0;356.810
BRW;1988;3;25;17;7;0;357.207
BRW;1988;3;25;17;28;0;357.380
BRW;1988;3;25;17;35;0;357.000
BRW;1988;3;27;21;50;0;357.470
BRW;1988;3;28;21;50;0;357.653
BRW;1988;3;28;21;55;0;357.570
BRW;1988;4;9;19;35;0;360.330
BRW;1988;4;9;19;45;0;359.280
BRW;1988;4;9;19;58;0;359.200
BRW;1988;4;16;20;24;0;358.200
BRW;1988;4;16;20;35;0;359.020
BRW;1988;4;16;20;53;0;357.870
BRW;1988;4;23;19;28;0;357.377
BRW;1988;4;23;19;39;0;360.350
BRW;1988;4;23;19;50;0;357.980
BRW;1988;5;6;23;43;0;363.200
BRW;1988;5;7;0;0;0;358.510
BRW;1988;5;14;20;56;0;359.270
BRW;1988;5;14;21;18;0;357.380
BRW;1988;5;14;22;2;0;357.680
BRW;1988;5;21;20;36;0;356.250
BRW;1988;5;21;20;47;0;357.013
BRW;1988;5;21;21;17;0;356.630
BRW;1988;5;28;21;56;0;355.650
BRW;1988;5;28;22;25;0;355.973
BRW;1988;5;28;22;35;0;356.250
BRW;1988;6;4;21;50;0;358.127
BRW;1988;6;4;22;17;0;357.240
BRW;1988;6;4;22;55;0;358.450
BRW;1988;6;11;21;10;0;356.183
BRW;1988;6;11;21;35;0;355.660
BRW;1988;6;11;21;49;0;355.840
BRW;1988;6;20;1;8;0;355.170
BRW;1988;6;20;1;16;0;357.730
BRW;1988;6;20;1;26;0;355.680
BRW;1988;6;26;21;19;0;351.910
BRW;1988;6;26;21;30;0;353.583
BRW;1988;6;26;21;37;0;353.210
BRW;1988;6;26;21;40;0;353.240
BRW;1988;7;1;21;21;0;355.780
BRW;1988;7;10;22;16;0;348.813
BRW;1988;7;10;22;40;0;348.370
BRW;1988;7;11;21;40;0;351.400
BRW;1988;7;11;22;15;0;348.590
BRW;1988;7;17;22;35;0;346.910
BRW;1988;7;17;23;1;0;346.593
BRW;1988;7;17;23;15;0;346.900
BRW;1988;7;24;22;25;0;346.790
BRW;1988;7;24;23;40;0;347.240
BRW;1988;7;24;23;52;0;347.133
BRW;1988;7;25;0;7;0;347.380
BRW;1988;7;31;23;23;0;345.693
BRW;1988;7;31;23;43;0;345.320
BRW;1988;7;31;23;50;0;345.220
BRW;1988;8;8;0;55;0;343.280
BRW;1988;8;8;1;4;0;343.703
BRW;1988;8;8;1;26;0;343.060
BRW;1988;8;12;20;0;0;343.570
BRW;1988;8;12;20;4;0;342.937
BRW;1988;8;12;21;4;0;343.480
BRW;1988;8;21;22;43;0;342.710
BRW;1988;8;21;22;54;0;342.650
BRW;1988;8;21;23;35;0;342.750
BRW;1988;8;27;23;9;0;342.887
BRW;1988;8;27;23;15;0;342.930
BRW;1988;8;27;23;40;0;342.760
BRW;1988;9;6;1;26;0;344.340
BRW;1988;9;6;1;27;0;344.620
BRW;1988;9;6;1;45;0;344.390
BRW;1988;9;11;1;20;0;345.107
BRW;1988;9;11;2;19;0;345.080
BRW;1988;9;11;2;45;0;344.980
BRW;1988;9;17;22;36;0;356.940
BRW;1988;9;17;22;45;0;356.190
BRW;1988;9;17;23;4;0;356.340
BRW;1988;10;6;12;34;56;349.190
BRW;1988;10;6;23;22;0;348.830
BRW;1988;10;6;23;26;0;349.320
BRW;1988;10;17;0;32;0;351.243
BRW;1988;10;17;0;35;0;351.830
BRW;1988;10;17;0;50;0;351.780
BRW;1988;10;20;22;15;0;353.560
BRW;1988;10;20;22;29;0;353.180
BRW;1988;10;20;22;56;0;351.283
BRW;1988;10;20;22;57;0;351.100
BRW;1988;10;20;23;15;0;350.980
BRW;1988;10;30;22;35;0;353.640
BRW;1988;10;30;22;49;0;352.713
BRW;1988;10;30;23;10;0;352.430
BRW;1988;11;7;2;40;0;355.607
BRW;1988;11;7;2;40;0;354.930
BRW;1988;11;7;3;3;0;354.780
BRW;1988;11;7;3;3;0;354.680
BRW;1988;11;20;2;41;0;354.110
BRW;1988;11;20;12;34;56;353.760
BRW;1988;11;20;12;34;56;353.870
BRW;1988;11;28;1;44;0;358.190
BRW;1988;11;28;1;55;0;357.910
BRW;1988;11;28;2;3;0;358.200
BRW;1988;11;28;2;10;0;358.080
BRW;1988;12;3;0;33;0;357.640
BRW;1988;12;3;0;33;0;358.670
BRW;1988;12;3;0;40;0;357.490
BRW;1988;12;3;0;47;0;358.830
BRW;1988;12;11;0;35;0;358.780
BRW;1988;12;11;0;41;0;360.110
BRW;1988;12;11;0;44;0;358.650
BRW;1988;12;17;0;32;0;368.110
BRW;1988;12;17;0;45;0;359.450
BRW;1988;12;17;0;45;0;359.040
BRW;1988;12;17;0;55;0;357.740
BRW;1988;12;29;1;15;0;358.110
BRW;1988;12;29;1;19;0;362.320
BRW;1988;12;29;1;39;0;360.390
BRW;1988;12;29;1;50;0;330.840
BRW;1989;1;8;1;51;0;359.780
BRW;1989;1;8;2;13;0;357.760
BRW;1989;1;8;2;15;0;359.300
BRW;1989;1;14;0;15;0;363.990
BRW;1989;1;14;0;51;0;375.530
BRW;1989;1;14;0;53;0;370.640
BRW;1989;1;14;1;5;0;364.200
BRW;1989;1;21;0;24;0;361.160
BRW;1989;1;21;0;29;0;360.790
BRW;1989;1;21;0;45;0;360.090
BRW;1989;1;21;0;50;0;359.830
BRW;1989;1;27;0;25;0;360.400
BRW;1989;1;27;0;35;0;360.370
BRW;1989;1;27;0;40;0;361.200
BRW;1989;1;27;1;0;0;360.990
BRW;1989;2;7;0;56;0;357.630
BRW;1989;2;7;1;10;0;356.950
BRW;1989;2;7;1;30;0;357.300
BRW;1989;2;10;23;55;0;359.580
BRW;1989;2;11;0;30;0;358.980
BRW;1989;2;11;0;30;0;358.860
BRW;1989;2;11;0;44;0;359.330
