site;year;month;day;hour;minute;second;value
BRW;1993;5;25;23;35;0;363.290
BRW;1993;6;4;23;20;0;361.030
BRW;1993;6;4;23;43;0;361.170
BRW;1993;6;4;23;55;0;360.890
BRW;1993;6;11;18;42;0;361.610
BRW;1993;6;11;20;40;0;361.750
BRW;1993;6;11;20;49;0;361.540
BRW;1993;6;18;19;28;0;361.570
BRW;1993;6;18;20;28;0;361.520
BRW;1993;6;25;23;17;0;360.470
BRW;1993;6;25;23;24;0;360.220
BRW;1993;6;25;23;24;0;359.840
BRW;1993;7;2;22;40;0;355.790
BRW;1993;7;2;22;43;0;355.430
BRW;1993;7;9;22;40;0;352.000
BRW;1993;7;9;22;48;0;351.320
BRW;1993;7;9;23;15;0;351.960
BRW;1993;7;17;0;10;0;351.310
BRW;1993;7;17;0;17;0;351.070
BRW;1993;7;17;0;25;0;351.380
BRW;1993;7;23;17;13;0;349.250
BRW;1993;7;23;17;16;0;349.600
BRW;1993;7;23;17;21;0;349.110
BRW;1993;7;29;0;18;0;350.880
BRW;1993;7;29;0;25;0;350.320
BRW;1993;7;29;0;30;0;350.460
BRW;1993;8;6;22;45;0;348.770
BRW;1993;8;6;22;54;0;348.700
BRW;1993;8;6;23;35;0;349.350
BRW;1993;8;13;17;30;0;349.170
BRW;1993;8;13;17;35;0;348.460
BRW;1993;8;13;17;47;0;348.010
BRW;1993;8;18;17;1;0;347.200
BRW;1993;8;18;17;10;0;347.150
BRW;1993;8;18;17;17;0;347.570
BRW;1993;8;28;22;22;0;347.160
BRW;1993;8;28;22;29;0;347.030
BRW;1993;8;28;23;23;0;347.290
BRW;1993;9;3;20;10;0;351.740
BRW;1993;9;3;20;17;0;350.840
BRW;1993;9;3;20;46;0;350.820
BRW;1993;9;9;17;16;0;353.250
BRW;1993;9;9;17;20;0;353.440
BRW;1993;9;9;17;42;0;353.190
BRW;1993;9;25;1;14;0;350.130
BRW;1993;9;25;1;25;0;349.900
BRW;1993;9;25;1;45;0;349.840
BRW;1993;10;2;3;36;0;352.090
BRW;1993;10;2;4;5;0;351.790
BRW;1993;10;2;4;6;0;351.370
BRW;1993;10;8;22;42;0;354.810
BRW;1993;10;8;22;45;0;354.410
BRW;1993;10;8;22;54;0;354.240
BRW;1993;10;8;23;11;0;354.400
BRW;1993;10;13;19;40;0;353.260
BRW;1993;10;13;19;44;0;352.960
BRW;1993;10;13;19;47;0;352.790
BRW;1993;10;13;19;51;0;352.670
BRW;1993;10;22;21;1;0;355.250
BRW;1993;10;22;21;4;0;355.030
BRW;1993;10;22;21;11;0;354.610
BRW;1993;10;22;21;17;0;354.610
BRW;1993;10;28;18;43;0;357.310
BRW;1993;10;28;18;49;0;357.280
BRW;1993;10;28;18;58;0;356.870
BRW;1993;10;28;19;17;0;356.780
BRW;1993;11;5;20;12;0;361.800
BRW;1993;11;5;20;16;0;361.370
BRW;1993;11;5;20;22;0;360.150
BRW;1993;11;5;20;24;0;360.160
BRW;1993;11;9;19;40;0;358.280
BRW;1993;11;9;19;40;0;358.110
BRW;1993;11;9;19;44;0;357.940
BRW;1993;11;9;19;52;0;357.730
BRW;1993;11;19;20;22;0;360.840
BRW;1993;11;19;20;23;0;361.230
BRW;1993;11;19;20;26;0;361.210
BRW;1993;11;19;20;33;0;360.670
BRW;1993;11;26;23;26;0;358.060
BRW;1993;11;26;23;29;0;357.920
BRW;1993;11;26;23;38;0;357.630
BRW;1993;11;27;0;43;0;357.770
BRW;1993;12;2;21;23;0;361.160
BRW;1993;12;2;21;26;0;360.950
BRW;1993;12;2;21;37;0;360.810
BRW;1993;12;2;21;49;0;360.730
BRW;1993;12;11;1;26;0;359.440
BRW;1993;12;11;1;26;0;360.060
BRW;1993;12;11;1;29;0;359.750
BRW;1993;12;11;1;36;0;359.300
BRW;1993;12;15;20;42;0;362.920
BRW;1993;12;15;20;50;0;362.990
BRW;1993;12;15;20;53;0;362.660
BRW;1993;12;15;20;56;0;362.350
BRW;1993;12;26;22;43;0;362.460
BRW;1993;12;26;22;46;0;362.370
BRW;1993;12;26;22;52;0;361.870
BRW;1993;12;26;23;31;0;362.220
BRW;1993;12;31;22;38;0;365.290
BRW;1993;12;31;22;41;0;364.610
BRW;1993;12;31;22;46;0;363.750
BRW;1993;12;31;23;20;0;364.030
BRW;1994;1;4;19;18;0;363.720
BRW;1994;1;4;19;21;0;363.280
BRW;1994;1;4;19;30;0;362.570
BRW;1994;1;4;19;42;0;362.830
BRW;1994;1;12;0;21;0;362.440
BRW;1994;1;22;0;13;0;363.380
BRW;1994;1;22;0;14;0;362.690
BRW;1994;1;22;0;16;0;363.990
BRW;1994;1;22;0;24;0;362.710
BRW;1994;1;26;0;15;0;363.300
BRW;1994;1;26;0;18;0;364.120
BRW;1994;1;26;0;25;0;363.110
BRW;1994;1;26;12;34;56;363.150
BRW;1994;2;4;22;35;0;366.690
BRW;1994;2;4;22;37;0;363.530
BRW;1994;2;4;22;43;0;363.300
BRW;1994;2;4;23;20;0;362.960
BRW;1994;2;11;22;26;0;363.640
BRW;1994;2;11;22;28;0;363.590
BRW;1994;2;11;22;31;0;363.030
BRW;1994;2;11;22;37;0;363.560
BRW;1994;2;17;20;32;0;365.090
BRW;1994;2;17;20;44;0;364.560
BRW;1994;2;25;20;17;0;366.590
BRW;1994;2;25;20;19;0;365.940
BRW;1994;2;25;20;20;0;366.500
BRW;1994;2;25;20;24;0;365.940
BRW;1994;3;2;22;31;0;366.280
BRW;1994;3;2;22;39;0;365.720
BRW;1994;3;2;23;5;0;365.540
BRW;1994;3;2;23;20;0;365.630
BRW;1994;3;12;0;40;0;365.840
BRW;1994;3;12;0;42;0;365.710
BRW;1994;3;12;0;44;0;365.260
BRW;1994;3;12;1;32;0;365.160
BRW;1994;3;21;3;3;0;366.830
BRW;1994;3;21;3;6;0;365.310
BRW;1994;3;21;3;10;0;365.060
BRW;1994;3;21;3;35;0;365.020
BRW;1994;3;24;19;26;0;365.390
BRW;1994;3;24;19;29;0;365.970
BRW;1994;3;24;19;34;0;364.600
BRW;1994;3;24;19;49;0;364.760
BRW;1994;4;1;20;41;0;366.310
BRW;1994;4;1;20;46;0;364.590
BRW;1994;4;8;10;35;0;364.330
BRW;1994;4;8;18;20;0;365.860
BRW;1994;4;8;18;24;0;365.050
BRW;1994;4;8;18;26;0;364.570
BRW;1994;4;15;23;10;0;366.330
BRW;1994;4;15;23;13;0;365.900
BRW;1994;4;15;23;17;0;364.260
BRW;1994;4;15;23;38;0;364.710
BRW;1994;4;22;22;50;0;365.530
BRW;1994;4;22;22;53;0;365.010
BRW;1994;4;22;22;57;0;364.160
BRW;1994;4;22;23;8;0;366.210
BRW;1994;5;7;0;41;0;367.150
BRW;1994;5;7;0;44;0;367.010
BRW;1994;5;7;0;50;0;365.010
BRW;1994;5;7;1;5;0;364.430
BRW;1994;5;13;12;34;56;364.410
BRW;1994;5;13;23;58;0;367.000
BRW;1994;5;21;12;34;56;365.690
BRW;1994;5;21;23;6;0;367.700
BRW;1994;5;21;23;23;0;365.250
BRW;1994;5;26;19;25;0;366.900
BRW;1994;5;26;19;45;0;364.190
BRW;1994;6;10;18;33;0;364.180
BRW;1994;6;10;18;36;0;364.280
BRW;1994;6;10;18;45;0;364.190
BRW;1994;6;10;19;14;0;363.840
BRW;1994;6;15;21;42;0;363.410
BRW;1994;6;15;21;43;0;363.280
BRW;1994;6;15;21;48;0;362.810
BRW;1994;6;15;21;55;0;-999.990
BRW;1994;6;25;20;40;0;360.810
BRW;1994;6;25;20;56;0;361.280
BRW;1994;6;25;20;59;0;361.270
BRW;1994;6;25;21;29;0;361.190
BRW;1994;7;1;21;41;0;357.660
BRW;1994;7;1;21;43;0;357.560
BRW;1994;7;1;21;48;0;357.310
BRW;1994;7;1;21;55;0;357.420
BRW;1994;7;6;18;36;0;358.270
BRW;1994;7;6;18;37;0;358.260
BRW;1994;7;6;18;47;0;358.090
BRW;1994;7;6;19;15;0;357.990
BRW;1994;7;16;21;46;0;353.110
BRW;1994;7;16;21;46;0;353.220
BRW;1994;7;16;21;48;0;353.530
BRW;1994;7;16;22;0;0;353.170
BRW;1994;7;23;20;43;0;354.190
BRW;1994;7;23;20;50;0;353.650
BRW;1994;7;23;21;15;0;353.980
BRW;1994;7;28;19;55;0;347.940
BRW;1994;7;28;20;0;0;347.700
BRW;1994;7;28;20;27;0;347.780
BRW;1994;7;28;23;20;0;347.840
BRW;1994;8;4;17;18;0;347.930
BRW;1994;8;4;17;24;0;347.590
BRW;1994;8;4;18;19;0;348.600
BRW;1994;8;4;18;21;0;348.760
BRW;1994;8;13;23;43;0;346.690
BRW;1994;8;13;23;57;0;346.660
BRW;1994;8;19;21;48;0;348.110
BRW;1994;8;19;22;2;0;348.300
BRW;1994;8;19;22;4;0;348.540
BRW;1994;8;19;22;20;0;347.900
BRW;1994;8;26;19;23;0;350.250
BRW;1994;8;26;19;49;0;349.490
BRW;1994;8;26;20;33;0;350.630
BRW;1994;8;26;20;40;0;349.970
BRW;1994;9;3;20;49;0;359.670
BRW;1994;9;3;21;33;0;361.110
BRW;1994;9;3;21;34;0;360.740
BRW;1994;9;10;0;11;0;349.820
BRW;1994;9;10;0;15;0;353.130
BRW;1994;9;10;0;44;0;349.840
BRW;1994;9;10;0;45;0;349.610
BRW;1994;9;15;19;49;0;349.830
BRW;1994;9;15;19;55;0;350.480
BRW;1994;9;15;20;13;0;351.040
BRW;1994;9;15;20;30;0;350.270
BRW;1994;9;24;21;14;0;350.450
BRW;1994;9;24;21;42;0;351.200
BRW;1994;9;24;21;45;0;351.410
BRW;1994;9;24;21;48;0;350.710
BRW;1994;10;1;17;32;0;353.740
BRW;1994;10;1;17;43;0;353.470
BRW;1994;10;8;0;10;0;357.490
BRW;1994;10;8;0;15;0;356.790
BRW;1994;10;8;0;30;0;356.170
BRW;1994;10;8;0;31;0;355.310
BRW;1994;10;15;22;32;0;360.990
BRW;1994;10;15;22;40;0;359.570
BRW;1994;10;21;19;43;0;359.900
BRW;1994;10;21;19;50;0;358.740
BRW;1994;10;29;20;55;0;358.900
BRW;1994;10;29;20;59;0;359.610
BRW;1994;10;29;21;10;0;357.800
BRW;1994;10;29;21;29;0;358.190
BRW;1994;11;4;21;49;0;357.990
BRW;1994;11;4;22;5;0;359.290
BRW;1994;11;4;22;7;0;359.210
BRW;1994;11;4;22;15;0;357.760
BRW;1994;11;10;22;12;0;362.360
BRW;1994;11;10;22;14;0;361.540
BRW;1994;11;10;22;44;0;361.100
BRW;1994;11;10;22;50;0;361.120
BRW;1994;11;19;12;34;56;360.360
BRW;1994;11;19;21;20;0;359.480
BRW;1994;11;19;21;41;0;359.830
BRW;1994;11;19;22;0;0;360.120
BRW;1994;11;25;20;11;0;367.540
BRW;1994;11;25;20;13;0;365.370
BRW;1994;11;25;20;44;0;364.260
BRW;1994;11;25;20;50;0;364.280
BRW;1994;12;3;1;30;0;366.020
BRW;1994;12;3;1;32;0;366.840
BRW;1994;12;3;1;45;0;367.000
BRW;1994;12;3;1;46;0;365.590
BRW;1994;12;10;1;23;0;365.620
BRW;1994;12;10;1;27;0;365.580
BRW;1994;12;10;1;44;0;365.440
BRW;1994;12;10;1;49;0;365.690
BRW;1994;12;17;1;22;0;366.030
BRW;1994;12;17;1;40;0;364.560
BRW;1994;12;24;1;17;0;365.250
BRW;1994;12;24;1;20;0;365.180
BRW;1994;12;24;1;35;0;369.240
BRW;1994;12;24;1;47;0;364.200
BRW;1994;12;30;0;15;0;364.600
BRW;1994;12;30;0;18;0;365.590
BRW;1994;12;30;0;28;0;364.310
BRW;1994;12;30;0;48;0;364.330
BRW;1995;1;5;21;7;0;364.110
BRW;1995;1;5;21;12;0;364.570
BRW;1995;1;5;21;33;0;363.690
BRW;1995;1;5;22;30;0;363.430
BRW;1995;1;10;19;16;0;363.740
BRW;1995;1;10;19;40;0;363.000
BRW;1995;1;21;19;19;0;368.080
BRW;1995;1;21;19;27;0;372.530
BRW;1995;1;28;20;43;0;366.410
BRW;1995;1;28;20;44;0;366.360
BRW;1995;1;28;21;35;0;365.510
BRW;1995;1;28;21;37;0;367.200
BRW;1995;2;2;21;27;0;367.860
BRW;1995;2;2;21;33;0;367.750
BRW;1995;2;2;21;44;0;366.870
BRW;1995;2;2;21;52;0;367.350
BRW;1995;2;13;1;55;0;366.410
BRW;1995;2;13;1;58;0;366.750
BRW;1995;2;13;2;12;0;366.580
BRW;1995;2;13;12;34;56;366.250
BRW;1995;2;17;20;25;0;367.140
BRW;1995;2;17;20;27;0;367.510
BRW;1995;2;17;20;45;0;366.850
BRW;1995;2;17;20;47;0;366.370
BRW;1995;2;25;0;7;0;368.020
BRW;1995;2;25;0;17;0;368.110
BRW;1995;2;25;0;46;0;368.140
BRW;1995;2;25;0;50;0;367.880
BRW;1995;2;28;18;43;0;367.410
BRW;1995;2;28;18;45;0;367.200
BRW;1995;2;28;18;50;0;367.400
BRW;1995;2;28;19;9;0;366.940
BRW;1995;3;11;19;35;0;367.040
BRW;1995;3;11;19;41;0;366.880
BRW;1995;3;11;19;48;0;366.320
BRW;1995;3;11;20;15;0;366.520
BRW;1995;3;17;19;47;0;365.500
BRW;1995;3;17;20;3;0;366.530
BRW;1995;3;17;20;5;0;370.060
BRW;1995;3;17;20;40;0;365.880
BRW;1995;3;25;1;30;0;367.710
BRW;1995;3;25;1;37;0;367.290
BRW;1995;3;25;1;42;0;366.140
BRW;1995;3;25;2;3;0;366.210
BRW;1995;3;29;21;46;0;366.980
BRW;1995;3;29;21;48;0;366.290
BRW;1995;3;29;22;14;0;366.510
BRW;1995;4;8;1;20;0;368.660
BRW;1995;4;8;1;40;0;366.860
BRW;1995;4;14;23;23;0;367.320
BRW;1995;4;14;23;25;0;367.650
BRW;1995;4;14;23;35;0;366.730
BRW;1995;4;14;23;47;0;366.480
BRW;1995;4;20;22;30;0;367.710
BRW;1995;4;20;22;48;0;367.110
BRW;1995;4;20;22;55;0;367.490
BRW;1995;4;20;23;25;0;365.400
BRW;1995;4;28;20;45;0;366.710
BRW;1995;4;28;21;0;0;365.780
BRW;1995;5;3;23;15;0;366.380
BRW;1995;5;3;23;25;0;366.150
BRW;1995;5;9;0;25;0;366.600
BRW;1995;5;9;0;27;0;366.930
BRW;1995;5;9;0;47;0;366.170
BRW;1995;5;9;0;57;0;365.170
BRW;1995;5;17;22;15;0;366.750
BRW;1995;5;17;22;20;0;366.820
BRW;1995;5;17;22;37;0;366.620
BRW;1995;5;17;22;46;0;366.240
BRW;1995;5;24;0;7;0;366.530
BRW;1995;5;24;0;11;0;366.600
BRW;1995;5;24;0;37;0;366.120
BRW;1995;5;24;0;42;0;365.940
BRW;1995;5;31;23;20;0;365.830
BRW;1995;5;31;23;23;0;365.800
BRW;1995;5;31;23;39;0;365.240
BRW;1995;5;31;23;47;0;365.270
BRW;1995;6;9;18;48;0;364.630
BRW;1995;6;9;19;3;0;365.890
BRW;1995;6;9;19;6;0;371.280
BRW;1995;6;9;19;43;0;364.590
BRW;1995;6;16;20;30;0;363.590
BRW;1995;6;16;20;40;0;364.170
BRW;1995;6;16;22;0;0;364.610
BRW;1995;6;16;22;15;0;364.730
BRW;1995;6;23;23;38;0;363.810
BRW;1995;6;28;23;12;0;362.960
BRW;1995;6;28;23;47;0;363.140
BRW;1995;6;28;23;50;0;363.260
BRW;1995;6;28;23;59;0;362.510
BRW;1995;7;7;22;37;0;356.860
BRW;1995;7;7;22;41;0;356.780
BRW;1995;7;7;22;47;0;356.600
BRW;1995;7;7;23;0;0;356.480
BRW;1995;7;15;0;22;0;357.340
BRW;1995;7;15;0;24;0;335.200
BRW;1995;7;15;0;47;0;357.830
BRW;1995;7;15;1;3;0;357.680
BRW;1995;7;21;23;21;0;355.110
BRW;1995;7;21;23;25;0;356.790
BRW;1995;7;21;23;43;0;356.870
BRW;1995;7;21;23;46;0;356.820
BRW;1995;7;28;23;24;0;353.680
BRW;1995;7;28;23;29;0;352.970
BRW;1995;7;28;23;44;0;354.790
BRW;1995;7;28;23;48;0;354.360
BRW;1995;8;5;0;30;0;352.240
BRW;1995;8;5;0;30;0;351.840
BRW;1995;8;5;0;46;0;352.190
BRW;1995;8;5;0;48;0;353.360
BRW;1995;8;12;21;43;0;350.370
BRW;1995;8;12;22;8;0;350.700
BRW;1995;8;19;20;27;0;352.140
BRW;1995;8;19;20;31;0;351.950
BRW;1995;8;19;20;49;0;351.580
BRW;1995;8;19;21;0;0;351.690
BRW;1995;8;26;20;15;0;351.900
BRW;1995;8;26;20;19;0;351.930
BRW;1995;8;26;20;41;0;351.910
BRW;1995;8;26;20;48;0;351.660
BRW;1995;9;2;22;20;0;351.900
BRW;1995;9;2;22;23;0;351.960
BRW;1995;9;2;22;26;0;352.220
BRW;1995;9;2;23;45;0;358.520
BRW;1995;9;7;18;36;0;352.150
BRW;1995;9;7;18;46;0;352.790
BRW;1995;9;7;19;0;0;352.700
BRW;1995;9;7;19;15;0;353.160
BRW;1995;9;15;22;45;0;353.730
BRW;1995;9;15;22;50;0;357.360
BRW;1995;9;15;22;56;0;353.710
BRW;1995;9;15;23;5;0;353.600
BRW;1995;9;20;22;27;0;363.210
BRW;1995;9;20;23;0;0;359.590
BRW;1995;9;30;0;8;0;356.540
BRW;1995;9;30;0;10;0;356.490
BRW;1995;9;30;0;25;0;356.010
BRW;1995;9;30;0;48;0;355.610
BRW;1995;10;8;1;30;0;356.080
BRW;1995;10;8;1;37;0;356.060
BRW;1995;10;8;1;49;0;357.420
BRW;1995;10;8;1;50;0;355.960
BRW;1995;10;14;0;35;0;358.330
BRW;1995;10;14;0;38;0;357.870
BRW;1995;10;14;0;42;0;356.920
BRW;1995;10;14;0;50;0;357.420
BRW;1995;10;27;23;18;0;365.690
BRW;1995;10;27;23;27;0;366.480
BRW;1995;10;27;23;46;0;-999.990
BRW;1995;10;27;23;47;0;359.020
BRW;1995;11;1;18;13;0;366.350
BRW;1995;11;1;18;16;0;366.910
BRW;1995;11;1;18;35;0;365.410
BRW;1995;11;1;18;43;0;365.580
BRW;1995;11;9;23;13;0;364.740
BRW;1995;11;9;23;17;0;365.180
BRW;1995;11;9;23;42;0;364.910
BRW;1995;11;9;23;45;0;365.060
BRW;1995;11;18;2;2;0;363.270
BRW;1995;11;18;2;15;0;364.250
BRW;1995;11;18;2;25;0;363.640
BRW;1995;11;18;2;32;0;363.200
BRW;1995;12;5;1;28;0;366.480
BRW;1995;12;5;1;31;0;366.130
BRW;1995;12;5;1;40;0;366.330
BRW;1995;12;5;2;25;0;365.510
BRW;1995;12;9;21;20;0;367.900
BRW;1995;12;9;21;27;0;367.430
BRW;1995;12;9;21;31;0;383.640
BRW;1995;12;9;21;47;0;396.190
BRW;1995;12;16;23;33;0;370.240
BRW;1995;12;16;23;36;0;371.260
BRW;1995;12;16;23;40;0;370.600
BRW;1995;12;16;23;58;0;369.980
BRW;1995;12;23;0;59;0;366.430
BRW;1995;12;23;1;30;0;365.650
BRW;1995;12;28;21;20;0;368.930
BRW;1995;12;28;21;46;0;366.170
BRW;1996;1;20;20;49;0;366.440
BRW;1996;1;20;21;10;0;368.110
BRW;1996;1;20;21;35;0;366.830
BRW;1996;1;20;21;45;0;366.530
BRW;1996;1;26;22;40;0;367.050
BRW;1996;1;26;23;1;0;368.270
BRW;1996;1;26;23;18;0;367.660
BRW;1996;1;26;23;35;0;367.250
BRW;1996;2;2;23;43;0;367.790
BRW;1996;2;2;23;47;0;367.840
BRW;1996;2;2;23;50;0;367.770
BRW;1996;2;3;0;5;0;367.660
BRW;1996;2;9;22;10;0;369.840
BRW;1996;2;9;22;24;0;370.630
BRW;1996;2;9;22;27;0;369.870
BRW;1996;2;9;22;50;0;370.840
BRW;1996;2;27;5;22;0;368.820
BRW;1996;2;27;5;27;0;368.890
BRW;1996;2;27;5;50;0;368.470
BRW;1996;3;1;23;14;0;368.210
BRW;1996;3;1;23;18;0;368.240
BRW;1996;3;1;23;22;0;367.930
BRW;1996;3;1;23;38;0;367.850
BRW;1996;3;9;22;44;0;367.940
BRW;1996;3;9;23;8;0;368.190
BRW;1996;3;9;23;11;0;368.090
BRW;1996;3;9;23;29;0;367.880
BRW;1996;3;23;21;14;0;368.560
BRW;1996;3;23;21;18;0;368.340
BRW;1996;3;23;21;48;0;367.410
BRW;1996;3;29;23;30;0;368.410
BRW;1996;3;29;23;37;0;367.570
BRW;1996;3;29;23;57;0;367.750
BRW;1996;4;6;0;40;0;368.220
BRW;1996;4;6;0;45;0;368.530
BRW;1996;4;6;0;48;0;367.990
BRW;1996;4;6;0;55;0;367.930
BRW;1996;4;12;22;16;0;368.830
BRW;1996;4;12;22;40;0;368.670
BRW;1996;4;12;22;48;0;368.730
BRW;1996;4;17;23;37;0;368.370
BRW;1996;4;17;23;48;0;368.230
BRW;1996;4;17;23;53;0;368.050
BRW;1996;4;27;20;15;0;368.740
BRW;1996;4;27;20;45;0;368.360
BRW;1996;4;27;20;47;0;368.370
BRW;1996;5;4;0;27;0;369.670
BRW;1996;5;4;0;47;0;369.840
BRW;1996;5;4;0;53;0;369.630
BRW;1996;5;7;23;18;0;369.560
BRW;1996;5;7;23;50;0;368.920
BRW;1996;5;18;21;40;0;369.890
BRW;1996;5;18;21;49;0;369.500
BRW;1996;5;18;21;50;0;369.520
BRW;1996;5;24;17;30;0;370.790
BRW;1996;5;24;17;47;0;370.580
BRW;1996;5;24;17;49;0;370.130
BRW;1996;5;29;22;13;0;372.470
BRW;1996;5;29;22;25;0;372.400
BRW;1996;5;29;22;47;0;371.910
BRW;1996;6;7;20;48;0;368.010
BRW;1996;6;7;20;50;0;368.700
BRW;1996;6;7;21;0;0;368.180
BRW;1996;6;11;17;27;0;368.170
BRW;1996;6;11;18;35;0;368.520
BRW;1996;6;22;23;40;0;367.140
BRW;1996;6;22;23;45;0;367.870
BRW;1996;6;29;20;22;0;363.640
BRW;1996;6;29;20;48;0;364.230
BRW;1996;6;29;20;58;0;364.490
BRW;1996;7;3;23;13;0;360.950
BRW;1996;7;3;23;37;0;360.880
BRW;1996;7;3;23;47;0;361.200
BRW;1996;7;10;20;25;0;364.190
BRW;1996;7;10;20;48;0;364.120
BRW;1996;7;10;21;21;0;363.800
BRW;1996;7;20;20;26;0;361.020
BRW;1996;7;20;20;49;0;362.760
BRW;1996;7;20;20;53;0;362.710
BRW;1996;7;27;0;47;0;358.860
BRW;1996;7;27;0;55;0;357.860
BRW;1996;7;27;1;20;0;359.070
BRW;1996;8;10;22;3;0;356.240
BRW;1996;8;10;22;28;0;356.060
BRW;1996;8;10;22;31;0;356.010
BRW;1996;8;17;2;10;0;351.650
BRW;1996;8;17;3;0;0;352.220
BRW;1996;8;17;3;14;0;351.810
BRW;1996;8;21;0;28;0;355.550
BRW;1996;8;21;0;43;0;355.420
BRW;1996;8;21;1;2;0;354.950
BRW;1996;8;29;20;24;0;354.230
BRW;1996;8;29;20;45;0;354.450
BRW;1996;9;7;0;10;0;353.310
BRW;1996;9;7;0;12;0;353.020
BRW;1996;9;7;0;43;0;352.890
BRW;1996;9;15;0;47;0;353.120
BRW;1996;9;15;1;5;0;353.780
BRW;1996;9;21;20;16;0;355.250
BRW;1996;9;21;20;30;0;354.900
BRW;1996;9;21;20;46;0;354.900
BRW;1996;9;28;20;11;0;361.020
BRW;1996;9;28;20;47;0;359.520
BRW;1996;9;28;20;53;0;359.420
BRW;1996;10;5;19;11;0;361.450
BRW;1996;10;5;19;20;0;361.330
BRW;1996;10;5;19;48;0;360.820
BRW;1996;10;12;19;38;0;369.900
BRW;1996;10;12;19;48;0;368.920
BRW;1996;10;12;20;6;0;369.770
BRW;1996;10;17;19;17;0;363.020
BRW;1996;10;25;21;47;0;360.340
BRW;1996;10;25;22;12;0;361.090
BRW;1996;10;25;22;27;0;360.820
BRW;1996;11;5;0;20;0;361.970
BRW;1996;11;5;0;30;0;361.360
BRW;1996;11;5;0;48;0;361.410
BRW;1996;11;16;19;16;0;365.160
BRW;1996;11;16;19;48;0;364.710
BRW;1996;11;16;19;58;0;364.610
BRW;1996;11;20;1;13;0;364.830
BRW;1996;11;20;1;22;0;364.210
BRW;1996;11;20;1;45;0;364.130
BRW;1996;11;30;21;40;0;366.400
BRW;1996;11;30;21;55;0;365.760
BRW;1996;11;30;22;45;0;365.400
BRW;1996;12;5;0;45;0;367.940
BRW;1996;12;5;0;48;0;366.150
BRW;1996;12;14;1;40;0;371.550
BRW;1996;12;20;0;48;0;365.470
BRW;1996;12;20;1;6;0;366.130
BRW;1996;12;20;1;30;0;365.720
BRW;1996;12;27;0;27;0;367.380
BRW;1996;12;27;0;38;0;367.130
BRW;1996;12;27;0;47;0;367.220
BRW;1997;1;4;23;27;0;369.450
BRW;1997;1;4;23;48;0;369.050
BRW;1997;1;4;23;49;0;369.030
BRW;1997;1;11;0;31;0;367.670
BRW;1997;1;11;0;43;0;367.140
BRW;1997;1;11;0;48;0;366.970
BRW;1997;1;20;0;25;0;370.210
BRW;1997;1;20;0;44;0;370.500
BRW;1997;1;20;0;48;0;369.880
BRW;1997;1;27;4;15;0;370.820
BRW;1997;1;27;4;20;0;372.040
BRW;1997;2;8;3;30;0;368.840
BRW;1997;2;8;3;40;0;370.010
BRW;1997;2;8;3;48;0;369.370
BRW;1997;2;14;23;14;0;369.700
BRW;1997;2;14;23;46;0;379.860
BRW;1997;2;14;23;50;0;369.350
BRW;1997;2;22;21;37;0;370.830
BRW;1997;2;22;21;44;0;441.660
BRW;1997;3;1;20;22;0;368.050
BRW;1997;3;1;20;47;0;368.120
BRW;1997;3;6;1;10;0;367.830
BRW;1997;3;6;1;40;0;367.310
BRW;1997;3;6;1;48;0;367.160
BRW;1997;3;15;22;48;0;368.400
BRW;1997;3;15;23;2;0;368.930
BRW;1997;3;22;19;7;0;369.520
BRW;1997;3;22;19;22;0;369.670
BRW;1997;3;22;19;47;0;369.190
BRW;1997;3;29;19;11;0;370.470
BRW;1997;3;29;19;26;0;369.130
BRW;1997;3;29;19;48;0;368.530
BRW;1997;4;3;0;47;0;371.030
BRW;1997;4;3;1;15;0;370.750
BRW;1997;4;12;0;35;0;369.750
BRW;1997;4;12;0;47;0;369.890
BRW;1997;4;19;16;49;0;370.490
BRW;1997;4;19;16;52;0;370.440
BRW;1997;4;25;1;30;0;371.410
BRW;1997;5;2;23;35;0;370.270
BRW;1997;5;2;23;47;0;369.970
BRW;1997;5;2;23;50;0;371.370
BRW;1997;5;7;18;20;0;369.970
BRW;1997;5;7;18;20;0;369.990
BRW;1997;5;7;18;40;0;370.140
BRW;1997;5;7;18;47;0;369.740
BRW;1997;5;7;18;47;0;369.350
BRW;1997;5;24;22;38;0;372.140
BRW;1997;5;24;22;46;0;371.810
BRW;1997;5;24;22;46;0;371.820
BRW;1997;5;30;23;47;0;368.780
BRW;1997;5;30;23;59;0;369.360
BRW;1997;5;30;23;59;0;369.430
BRW;1997;6;4;17;48;0;371.940
BRW;1997;6;4;18;25;0;371.750
BRW;1997;6;4;18;25;0;371.890
BRW;1997;6;14;18;18;0;368.000
BRW;1997;6;14;18;48;0;368.080
BRW;1997;6;14;19;4;0;367.480
BRW;1997;6;14;19;4;0;367.080
BRW;1997;6;18;20;22;0;367.680
BRW;1997;6;18;20;30;0;367.490
BRW;1997;6;18;20;30;0;367.490
BRW;1997;6;18;20;47;0;366.920
BRW;1997;6;28;1;46;0;398.790
BRW;1997;6;28;2;24;0;365.880
BRW;1997;7;3;23;47;0;360.290
BRW;1997;7;3;23;50;0;360.200
BRW;1997;7;3;23;50;0;360.170
BRW;1997;7;11;23;34;0;365.450
BRW;1997;7;11;23;46;0;363.380
BRW;1997;7;19;18;40;0;357.960
BRW;1997;7;19;18;47;0;423.160
BRW;1997;8;3;0;24;0;354.200
